Row Labels,FLX,HIC,PSC,PSC_hg,VEG,VEG_hg,VGN,VGN_hg
"Diseases(coronary heart disease, stroke, type-2 diabetes mellitus , cancer, respiratory disease )",9443770,-2446260,9696890,9592740,9935870,9713430,10386300,9851080
